smiles,PUBCHEM_ACTIVITY_OUTCOME,dataset
C1=CC=C(C=C1)NC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O,0,2
C1COC1=O,0,2
CC1(C2CCC(C2)(C1OCC(CN3CCN(CC3)C4=CC=CC=C4F)O)C)C.Cl.Cl,0,2
COC(=O)CCCNC(=O)COC1=CC=CC=C1OCC(=O)NCCCC(=O)OC,0,2
CC(=O)NC1C(C(C(OC1OC2=CC=CC=C2)CO)O)O,0,2
COC1=CC=C(C=C1)C(CC(=O)O)NC(=O)COC2=CC=CC=C2OC,0,2
CC(=C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O.O,0,2
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3(C4[C@@H](C[C@@]5([C@H](CC[C@@]5(C4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)O)CO)O)O)O)O,0,2
CCCCN(CC)C(=O)CSC1=NC2=CC=CC=C2C(=O)N1CCCOCC,0,2
COCCNC(=S)N/N=C/C1=CC=CC=C1C(=O)O,0,2
CC1=CC=C(C=C1)C2C(C(=O)NC(=O)C2[N+]3=CC=CC=C3)C#N.[Cl-],0,2
CC1=C(C(=CC=C1)NC2=CC3=C(C=C2)N(N=C3)C4=CC=CC(=C4)C(=O)NCCN5CCN(CC5)CC6CC6)Cl.Cl.Cl.Cl,0,2
CCOC(=O)C1(CCN(CC1)CCC(C)O)CC2=CC=C(C=C2)Cl,1,2
CC1=C(C=C(C=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)Br)S(=O)(=O)N5CCOCC5,1,2
CCCCC[N+]1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3C2=O.[I-],0,2
CC(CNCCNC1=C(C=CC=C1Cl)[N+](=O)[O-])O,0,2
CC1=NC(=C(O1)N(C)C)C#N,0,2
CNCC(COC1=CC=CC(=C1)OC)O,0,2
CC1=CC=C(C=C1)C2C3C(C(=O)N(C3=O)C)ON2C4=CC=CC=C4,1,2
COC1=NSC(=C1C#N)SC,0,2
C1=CC=C(C(=C1)C(=O)N)NC(=O)CCN2C3=CC=CC=C3OC2=O,1,2
CCOC(=O)C(CC#CCN1CCCC1)C(=O)OCC,0,2
CCCCNC1=NC(=NC(=N1)OC(C(F)(F)F)C(F)(F)F)N(CCC)CCC,0,2
COC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)/C=C/C2=CC(=C(C=C2)OC)Br,1,2
COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4,0,10
CC[N+]1=C(C=CC2=CC=CC=C21)/C=C\\3/N(C4=C(S3)C=CC(=C4)C5=CC=CC=C5)CCO.[I-],1,2
CCC(=O)NC(C(F)(F)F)(C(F)(F)F)OCC1COC(O1)(C(F)(F)F)C(F)(F)F,0,2
CCC1=CC=C(C=C1)OCCCC(=O)NCC2=CC=CO2,1,2
COC1=CC=CC(=C1OC)C(CC(=O)O)N,0,2
CC1=C(C=CC(=C1)N(CC(=O)O)S(=O)(=O)C)Br,0,2
CC(C)N(CCOC)CC1=NC(=NO1)C2=CC=C(C=C2)OC,0,2
CCOC1=C(C=C(C=C1)C)S(=O)(=O)NCCOC,0,2
CC1=CC(=C(C=C1)NC(=O)C2=CC=CC=C2NC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCC5=CC=CC=C54)C(=O)C6=CC=CC=C6,1,2
CN1C(=O)C(SC1=NC2=CC=C(C=C2)OC)CC(=O)NC3=C(C=C(C=C3)OC)OC,1,10
C1COC(O1)(CC(=O)O)C(F)(F)F,0,2
CC[N+]1=C(C=C(C2=CC=CC=C21)Cl)C.[I-],0,2
CC(=O)NC1=CC=C(C=C1)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,0,2
CC1(C(=O)N(C(=O)N1)CC#N)C2=CC=C(C=C2)OC(F)F,0,2
COC1=C(C=C(C=C1)CCNC2=NC(=NC3=CC=CC=C32)SCC#N)OC,0,2
CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCCCNC(=O)C3=CC=CC(=C3)CN(C)C(=O)NC4=CC=C(C=C4)C5=CNN=C5.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,1,2
CCCCNC(=O)CNC(=S)N(CCCN1CCOCC1)CC2=CC=CS2,0,2
C1CC(OC1)CNC(=O)CSC2=CC=CC=[N+]2[O-],0,2
CC1=CC=C(C=C1)N(CC(COCC2=CC=CO2)O)S(=O)(=O)C3=CC=C(C=C3)C,0,2
CCCCOC(=O)CSC1=C(C(CC(=O)N1)C2=C(C=CS2)C)C#N,0,2
CC1=NOC(=C1S(=O)(=O)N2CCCC(C2)C(=O)N3CCCCC3)/C=C/C4=CC=CS4,1,2
CC(=O)NCCCCCC(=O)OCC(=O)NC1=CC=CC=C1F,0,2
CCOC(=O)C1=C(OC2=C1C=C(C=C2)N(C(=O)C3=CC=C(C=C3)C)S(=O)(=O)C4=CC=C(C=C4)C)C,1,2
C1=CC(=CC(=C1)[N+](=O)[O-])/C=N/NC(=O)CCCC(=O)N/N=C/C2=CC(=CC=C2)[N+](=O)[O-],1,2
CC1=CC=C(C=C1)N2C(NC3=CC=CC=C3C2=O)C4=CC(=CC=C4)[N+](=O)[O-],1,2
COC1=CC=C(C=C1)/C=C/2\\C(=O)NC(=O)N(C2=O)C3=CC=CC=C3OC,1,2
CCC1=CC=C(C=C1)N2C3=C(C(=O)N(C(=S)N3)C4=CC=CC=C4C)SC2=S.CCN(CC)CC,0,2
C1=CC(=CC=C1NC2=C(C(=C(C(=N2)N)C#N)CC#N)C#N)SC(F)F,0,2
C1=CC=C(C=C1)NC2=CC=C(C=C2)NC3=NC=NC(=C3[N+](=O)[O-])N,1,2
CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=O)C(C)SC2=NN=C(N2C)CNC(=O)COC3=C(C=C(C=C3)Cl)Cl,0,2
C1=CC(=CC=C1NC2=NC=NC3=C2C=C(C=C3)I)O,0,10
COC(=O)CCC[C@@H]([C@@H](CO)O)O,0,2
CC1=CC(=NC=C1)NC(=O)CCC(=O)N(CCOC)CC(=O)NCCOC,0,2
C(CC(=O)N)C(C(=O)O)N,0,2
CN1CCCC2=C1C=CC(=C2)C(CN)N3CCCCC3,1,2
CN1CCOCCOCCOCC1.Cl,0,2
CC1=CC(=C(C=C1)N2C3=C(C=N2)C(=NC=N3)SCC(=O)NC4=CC=C(C=C4)C(=O)N)C,1,2
CC(C(C(=O)O)NS(=O)(=O)C1=CC=C(C=C1)OC)O,0,2
COCC(=O)NCCC1=CC=C(C=C1)OC,0,2
CC(C)OC(C(F)(F)F)(C(F)(F)F)NC(=O)C(C(F)(F)F)C(F)(F)F,0,2
CCOC(=O)C1=CC(=C(NC1=O)SC)C#N,0,2
CC1=CC=C(C=C1)NC2=C(N=C3N2C=C[N+](=C3)CC(=O)N)C4=CC=C(C=C4)N5CCOCC5.[I-],1,2
CCOC(=O)N,0,2
CC1=CC=C(C=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-],0,10
C1=C(C(=O)NC(=O)N1)F,0,2
CN1C2=[N+](CCCCC2)C3=CC=CC=C3C1=O.[I-],0,2
CC1=CC(=CC=C1)N2C3=NC=NC(=C3C=N2)NC4=C(C=C(C=C4)F)F,0,10
CCC1=CC=CC=C1NC(=O)C2=CC(=C(C=C2)F)S(=O)(=O)N3CCCCC3C,1,2
COC1=CC(=CC(=C1)C(=O)NC2=CC3=C(C=C2)OCO3)OC,0,10
CNC1=C(C(=S)N=CN1)N,0,2
C1=CSC(=N1)N,0,2
CC/C=C\\C/C=C\\C=C\\[C@H](CCCCCCCC(=O)O)O,0,2
CN(C1CCS(=O)(=O)C1)C(=O)CSC2=NN=C(N2N)C(F)(F)F,0,2
CN(C1=CC=CC=C1)C2=C(C(=C(C(=N2)N)C#N)CC#N)C#N,0,2
CC1=CC(=C(C=C1)C)OCC(CN2CCN(CC2)CC3=CC=CC=C3)O.Cl.Cl,0,2
COC1=CC=C(C=C1)C2=CSC(=[N+]2CC(C3=CC=C(C=C3)[N+](=O)[O-])O)NC4=CC=CC=C4.[Br-],0,2
C1=CC=C(C(=C1)C(=O)NNC2C(C(C(O2)CO)O)O)O,0,2
CC1=C/C(=N\\OS(=O)(=O)C2=CC=CC=C2)/C(=CC1=O)C(C)C,1,2
CCOCC(CNCC1=C(N=C2N1C=CC=C2C)C(=O)N(C)CCC3=CC=CC=C3)O,0,2
CCCCCCCCCCCCCCCC(=O)SCCOP(=O)(O)OCC[N+](C)(C)C,0,10
COC1=C(C=C(C=C1)COCC(CN2CCN(CC2)C3=CC(=CC=C3)Cl)O)OC.Cl.Cl,0,2
CN1C(=C(C2=NC3=CC=CC=C3N=C21)C#N)N,0,2
CC1=CC(=NC2=CC\\3=C(C=C12)C4=CC=CC=C4/C3=C/C5=CC(=C(C=C5)OC)OC)C,1,2
CCCS(=O)(=O)C1=C2C=CC(=CN2C(=C1S(=O)(=O)CCC)C(=O)C3=CC=C(C=C3)OC)C(=O)C,1,2
C1CN1P(=S)(N2CC2)N3CC3,0,2
COC1=CC=CC(=C1)CC2(CCCN(C2)CC3=CC=C(O3)CO)CO,0,2
CC1=C(C=C(O1)C(C(C(CO)O)O)O)C(=O)O,0,2
CN1C2C(N(C1=O)C)N(C(=O)N2)CC(=O)O,0,2
CCOC1=C(C(=C(C(=N1)N)C#N)C2=C(C=C(C=C2)Cl)Cl)C#N,0,2
CCN1C(=[N+](C2=CC(=C(C=C21)Cl)Cl)CCCCS(=O)(=O)NC(=O)C)C.[Br-],0,2
CCOC1=C(C=CC(=C1)/C=N/NC2=NC3=C(N2CC(C)C)C(=O)NC(=O)N3C)O,1,2
C1=CC(=CC(=C1)Cl)CS(=O)(=O)CCC(=O)O,0,2
C1=CC(=C(C=C1N)C(=O)O)O,0,2
COC1=CC=C(C=C1)OCC(=O)N/N=C/C2=CC(=C(C=C2)OC)O,0,2
C1C(OC2=CC=CC=C2C1=O)C3=CC=C(C=C3)O,0,10
COC1=CC(=C(C(=C1)O)C(=O)O)O,0,2
CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C.[I-].[I-],1,2
COC1=C(C(=C(C=C1)/C=N/NC2=CC=CC=N2)OC)OC,0,2
COC1=CC(=C(C=C1)NC2CS(=O)(=O)C=C2)OC,0,2
COC1=C(C(=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)C(=O)OC)C(=O)OC)Cl)Cl,1,2
CCOC1=CC=C(C=C1)C(=O)CCNCCC(=O)O,0,2
CCN(CC)C(=O)CN1C=NC2=C(C1=O)C(=C(S2)C(=O)NC3=C(C=CC(=C3)C)OC)C,1,2
CN(CC(CO)O)C1=NC(=CN=N1)C2=CC=C(C=C2)C(F)(F)F,0,2
CC1=NC(=C(C=C1)C(=O)NCCOC)N2CCOCC2,0,2
CCN(CC)S(=O)(=O)C1=CC=CC(=C1)N=NC2=C(NC(=O)NC2=O)O,0,2
CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,0,2
C1C(CC1(C(=O)O)N)C(=O)O,0,2
COC1=CC=C(C=C1)C(=O)CCNC(CC(=O)N)C(=O)O,0,2
CCOC1=CC=C(C=C1)C2(CN(C3=[N+]2CCCC3)C4=CC=C(C=C4)OCC)O.[Br-],0,2
CC1(CCC=[N+]1[O-])C,0,2
CC1=CC=CC=C1OCC(CN2C3=C(N=C2SCC(CO)O)N(C(=O)NC3=O)C)O,0,2
C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O.C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O.C(=C/C(=O)O)\\C(=O)O,0,2
CCCCCC1=C(N=C(N(C1=O)C2=CC=CC=C2)SCCN(CCC)CCC)O.Cl,0,2
C1=CC=C(C(=C1)C(=O)O)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C(=O)O,1,2
CN(CC(=O)NCCCOC)S(=O)(=O)C1=CC(=C(C=C1)OC)Cl,0,2
CCOC(=O)CN1C2=[N+](C=N1)NC(=CC2=O)C.[Cl-],0,2
CC1=CC(=C(C=C1)OCCOCCNCCCOC)Br,0,2
CC(C(F)(F)F)(C(F)(F)F)NC(=O)OC1CCCC1,0,2
CCOC(=O)C1=CC=C(C=C1)NC(=O)C(=O)NCCCOC(C)C,0,2
CCOC(=O)C(C(C[N+](=O)[O-])C1=CC(=C(C=C1)C)OC)C(=O)OCC,0,2
C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=CC=C3)[N+](=O)[O-],1,2
C(CO)NC1=C(C(=C(C(=C1F)F)C(=O)O)F)F,0,2
C1=CC=C(C(=C1)CNC=O)OC(F)F,0,2
C1=CC(=C(C(=C1)Cl)Cl)C2=CC=C(O2)/C=C(\\C#N)/C(=C(C#N)C#N)N,0,2
CCN(CC)CCCNC1=NC2=CC=CC=C2N1,0,2
CCCCOC1=CC=C(C=C1)C(=O)NCCC(=O)NCCCC(=O)OCC,0,2
CC(C)N1CCC(=NNC(=O)C2=CC=C(C=C2)C(C)(C)C)CC1,0,10
COC1=C2C(=O)CC(OC2=C(C3=C1C=CO3)OC)(C(C(F)(F)F)(F)F)O,0,2
CCCCN=C1N(C(=CS1)C)/N=C/C2=C(C(=C(C=C2)O)O)O,0,2
C(/C=C/C(=O)O)O,0,2
CC(C)(CNC(=O)CC1C(=O)NCCN1CC2=CC(=CC(=C2)OC)OC)CO,0,2
CC(C1=CC=CC(=C1)CC(=O)O)(C(=O)O)N,0,2
CN(C)CCNCCCCOC1=CC=CC(=C1)[N+](=O)[O-].Cl,0,2
CN(C)C(=O)C1=C(C=CC(=C1)C2=NNN=C2)NC(=O)C3CC4=CC=CC=C4OC3.C(=O)(C(F)(F)F)O,0,2
CCOC1=C(C=CC(=C1)CN2CCC(CC2)C(=O)NCC3CCCO3)O.C(=O)(C(=O)O)O,0,2
COCCNC(=O)C1=NC2=C(C(=O)N1)N=NN2CC3=CC(=CC=C3)Cl,0,2
C1CC(OC1)CNC(CC(=O)NC2=CC=C(C=C2)O)C(=O)O,0,2
CCC(C)C(=O)N1CCC(CC1)N2C(=CC=N2)NC(=O)NC3=CC(=CC=C3)F,1,2
CC(CC(=O)N1CCC2=C1C=CC(=C2)S(=O)(=O)N(C)C)O,1,2
CN1C(=O)C2=C(C1=O)C=C(C=C2)C(=O)NC3=C(C=C(C=C3)Br)C(=O)O,1,2
C1OC2=C(O1)C=C(C=C2)CNC(=O)COC(=O)CNC(=O)C3=CC(=CC=C3)OC(F)F,0,2
CC(=O)NC1=NC(=O)CS1,0,2
CCN(CC)CCN1C(=C(SC1=S)C(=O)NC2=CC=CC=C2C)N,1,2
CN(C)C1=CC=C(C=C1)C(CC=C)NCC2=CC=CO2.C(=O)(C(=O)O)O,0,2
C1CN(CCN1C2=NC3=C(S2)C=C(C=C3)F)C4=NC5=CC=CC=C5S4,0,10
CNC(=O)C(C(F)(F)F)(C(F)(F)F)Br,0,2
COC1=CC=C(C=C1)CNCC2=C(NC3=CC=CC=C32)C(=O)O,1,10
CCN(CC)C1=CC=C(C=C1)C(=O)O,0,2
CCCCCC(=O)CC[C@H]1[C@H](C[C@@H]([C@@H]1C/C=C\\CCCC(=O)O)O)O,0,2
COC(=O)C(CC(=O)NC1=C(C=C(C=C1)Cl)F)(C(F)(F)F)O,0,2
C1C(N(N=C1C2=C(C3=C(C=CC(=C3)Br)NC2=O)C4=CC=CC=C4)C(=O)CCC(=O)O)C5=CC=CO5,1,2
C1CN(CCC12OCCO2)C3=NC=C(C=N3)C4=CC=C(C=C4)F,0,10
CC(C(=O)O)NCCC(=O)C1=CC=C(C=C1)OC,0,2
COC1=C(C=C(C=C1)C2=NN=C(N2C3=CC=CC=C3)SCC4=NC5=CC=CC=C5N4)OC,1,2
CCC(CO)NCC(COC1=CC=CC=C1Cl)O,0,2
CC(C)CN(CC1=C(C=CC2=C1OC(=C(C2=O)C3=CC=CC=C3)C(F)(F)F)O)CC(C)C.[Br-],0,2
CC1=CC(=C(N1C2=CC=C(C=C2)[N+](=O)[O-])C)C=C3C(=O)NC(=S)NC3=O,1,2
CN1C=C(C2=CC=CC=C21)CCC(=O)NC3CCN(CC3)CC4=CC=CC=C4,0,10
CC1=C(C=C(C=C1)NC(=O)C2C3C=CC4(C2C(=O)N(C4C(=O)NC5CCCCC5)CCC6=CCCCC6)O3)Cl,1,2
COCCN(CC(=O)NCC1=CC=C(C=C1)OC)C(=O)CCC(=O)NC2=NC=CS2,0,2
C1CCC(C1)NCC(COCC2=CC=CC=C2Cl)O.C(=O)(C(=O)O)O,0,2
C1=CC(=CC=C1C=NCC(C(C(C(F)F)(F)F)(F)F)(F)F)O,0,2
COCCNCCOC1=CC=C(C=C1)Cl,0,2
CCOC(=O)C1=C(NC(=O)N1)CSC2=NN=C(S2)SCC3=C(NC(=O)N3)C(=O)OCC,0,2
CC1=C(C=CC(=C1)CN2CCN(CC2CCO)CC3=CC=C(C=C3)C(=O)OC)OC,0,10
CC1=CC(=C(C=C1)OCC(=O)N/N=C\\C2=CC=CN2C)[N+](=O)[O-],1,2
CN1C(=CC=N1)NC2=NC3=CC=CC=C3C(=C2)C(=O)NCCOC4=CC=CC=C4,1,2
CCC1=NN=C(S1)NC(=O)C(CC)SCC(=O)OCC,0,2
C1=CC=C(C=C1)CCC(=O)NNC(=O)CCCCC(=O)NNC(=O)CCC2=CC=CC=C2,0,2
C1=CC(=CC=C1COCC(F)(F)F)C(=O)O,0,2
CCNC1=CC(=NC=N1)NCC2=CC(=CC=C2)C(F)(F)F,0,2
CCC(C)(C)C1CCC(CC1)NC(=O)C(=O)NC2=CC=CC=C2,1,2
C1=CC=C(C=C1)/C=C/CN2C=NC3=C(C2=O)C=NN3C4=CC=CC=C4,1,2
C1CC(CC=C1)CN2CCOC3=C(C2)C=C(C=C3)CN4CCC(CC4)O,0,10
CC(C)OCCCNC(=O)CN1C(=O)C2=CC=CC=C2C1=O,0,2
CCN(CC)C1=NC(=NC(=N1)NCCCN2CCCC2=O)NCCCN3CCCC3=O,0,2
C1CCC2=C(C1)N(C(=N)S2)CC(=O)C3=CC=CC=C3.Br,0,10
COC1=C(C=C(C=C1)CCN2C(=O)CC(SC2=NC3=CC=C(C=C3)F)C(=O)NC4=CC=C(C=C4)Cl)OC,1,2
C1CN(CCN1CC2=CN=CC=C2)C(=O)C3=CC=NC=C3,1,2
CC1(CC2=CC=CC=C2/C(=C/C(=O)NC3=CC=C(C=C3)[N+](=O)[O-])/N1)C,1,2
CCCC1=NN=C(N1CCOC)SCC(=O)NC2=NC(=CS2)C,0,2
C1=CC=C(C=C1)CNCC(COC2=CC=C(C=C2)OCC3=CC=CC=C3)O,0,2
CC1=CC(=C(C=C1)OCCOCCOC2=CC=CC=C2OC)OC,0,2
CC1=NC2=CC(=NN2C(=C1)C(F)(F)F)C(=O)O,0,2
CC1=NN(C2=C1C(=O)NC(=N2)C(F)(F)F)CCC#N,0,2
C1=CC=C(C=C1)C(=O)O,0,2
CCOC(=O)C1=CC=CC=C1NC(=O)COC(=O)CN2C=C(C=CC2=O)C(F)(F)F,0,2
C(C(=O)O)ON,0,2
C1=CC(=CC=C1CC(=O)N(CCC#N)CCC#N)Br,0,2
CCOC1=C(C=CC(=C1)CN2CCN(CC2)CCOCCO)OC,0,2
CCCCCCCC/C=C\\CCCCCCCC(=O)OCC,0,2
COCCNCCOCCOC1=CC=CC(=C1)OC,0,2
CC(=O)NC1=CC=C(C=C1)NC(=O)C2=CSC(=N2)C3=CN=C(C=C3)N4CCOCC4,1,10
CN(CCC#N)C(=O)CC(=O)NC1=CC2=C(C=C1)N=C3CCCCCN3C2=O,0,2
C1=C(C(=C(C(=N1)Cl)Cl)N)Cl,0,2
C1CC(=O)N(C1)CCCNC2=CC(=NC=N2)NC3CC3,0,2
CCOCCCNCC1=CC(=C(C=C1)OCC2=CC=C(C=C2)F)OC.Cl,0,2
CCOC(=O)C1=CC=CC=C1NC(=O)CSC2=NC(=CC(=O)N2)N,0,2
CCC(CO)(CO)NCC(COC1=C(C=CC=C1Cl)Cl)O,0,2
CCCCCCCCCCC[C@@H](C[C@@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@@H](CC(C)C)NC=O,0,2
C/C(=C\\C(C(=O)O)N)/CP(=O)(O)O,0,2
C1=NNC(=N1)NC(=O)C(F)(F)F,0,2
CCOC(=O)CC(=O)CSC1=C(C(=CC(=N1)C(F)(F)F)C)C#N,0,2
CCN1C=C(C(=O)C2=CC(=C(C=C21)F)F)S(=O)(=O)C3=CC=C(C=C3)C,0,2
C1=CC(=CC=C1C(=O)O)NC2C(C(C(O2)CO)O)O,0,2
CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CO)/C)/C)/C)/C)/C)/C)/C)/C)C,0,2
CC(C)OCCCNS(=O)(=O)C1=C(N=CC(=C1)Br)N,0,2
C1=CSC2=C1N=C(NC2=O)CSCC(=O)O,0,2
COC1=CC=CC(=C1)CNCC2=CN=CC=C2,0,2
C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl,0,2
CCCCC(=O)NC(=S)NNC(=O)COC1=CC=C(C=C1)OC,0,2
C1=CC(=C(N=C1)[N+](=O)[O-])OCC(=O)NCCC2=CC=C(C=C2)Cl,0,2
COC1=CC=C(C=C1)C(=O)NC2=NOC3=CC=CC=C32,0,10
C1=COC(=C1)CNC(CC(=O)C2=CC=C(C=C2)Cl)C(=O)O,0,2
C1=CC=C(C(=C1)CSC2=NC(=CC(=O)N2)N)CSC3=NC(=CC(=O)N3)N,0,2
COCCCNC(=O)CSC1=NC2=C(C(=O)N1CCCC(=O)NCCC3=CC=CC=C3)SC=C2,0,2
CC(=O)NC1C(C(C(OC1OC2=CC=CC=C2NC(=O)C)CO)O)O,0,2
CC1=CC=C(C=C1)S(=O)(=O)NC(CC(=O)NCC2=CC=CO2)C3=C(C(=CC=C3)OC)OC,0,2
CC(=O)NCCNC(=O)CCC1=CC(=C(C(=C1)OC)OC)OC,0,2
CC1=C(C=C(C=C1)NC(=O)CCNC2=C(C(=O)C2=O)N3CCCC3)Cl,0,10
CC1=C(C=C(C=C1)C(=O)N[C@H]2CCN(C2)S(=O)(=O)C3=CC=CC4=C3C=NC=C4C)F.C(=O)(C(F)(F)F)O,0,2
CC1=CC(=NC(=N1)Cl)N,0,2
C/C(=C\C1=CC=CC=C1)/C(=O)NC2=CC=CC=C2C(=O)O,0,10
CC(C)C[C@H]1C(=O)N2C[C@H](C[C@H]2C(=O)N1)NCC3=CC=CC=C3OC,0,10
C1=CC=C(C(=C1)N)OCCOCCOC2=CC=CC=C2N,0,2
C(CN1C2C(NC(=O)N2)NC1=O)C(=O)O,0,2
CN1C2=C(C=C(C=C2)NC(=O)NC3=CC=C(C=C3)Br)N=N1,1,2
CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC,0,2
C1CN(CCC1NC2=CC3=C(C=C2)NN=C3)C(=O)C4COC5=CC=CC=C5O4.C(=O)(C(F)(F)F)O,0,2
C1=CC(=CC(=C1)NC(=O)CC(C(=O)O)NCCO)C(F)(F)F,0,2
CCN\\1C2=C(C=C(C(=C2)C)C)S/C1=C\\C3=[N+](C4=C(C=C3)C=C(C=C4)OC)CC.[I-],1,2
CC1CCC(CC1)NCC(COC2=C(C=C(C=C2)C(=O)C)OC)O.C(=O)(C(=O)O)O,0,2
[B-](C1=CC=CC=C1)(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.CCN(CC)C(=O)[N+]1=CC=C(C=C1)OC,0,10
C/C(=C(/C#N)\\C(=O)COC(=O)C1CC(=O)N(C1)C2=CC=CC=C2OC)/N,0,2
CC1=CN=CC2=C1C(=CC=C2)N3CCN(CC3)C(=O)C(C4=CC=C(C=C4)F)O.C(=O)(C(F)(F)F)O,0,2
C/C(=C(/C#N)\\C(=O)CSC1=NN=C(N1C)C2=CC=CO2)/N,0,2
C1CC(OC1)COC(=O)CCC(=O)O,0,2
C1=CC(=C(C=C1Cl)C(=O)OCC(=O)NCC(F)(F)F)[N+](=O)[O-],0,2
CCCCCC(=O)/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CCCCCCC(=O)O)O)O,0,2
COCCN1C2=C(C=C(C1=N)C(=O)NCC3=CC=CO3)C(=O)N4C=CC=CC4=N2,1,2
CCOP(=O)(C(C)(C)NC(=O)C(Cl)(Cl)Cl)OCC,0,2
CCOC1=CC=C(C=C1)S(=O)(=O)NCCC(=O)OCC#N,0,2
CC(C)N1C=NC2=C(N=C(N=C21)N3CCCC3CO)NCCN(C(C)C)C(C)C,0,2
CCOC1=CC=CC=C1CNC2=NC3=CC=CC=C3N2CCN4CCOCC4.Cl.Cl,0,2
COC1=CC=C(C=C1)CN2CCN(CC2)CC3CC4CC3C=C4.C(=O)(C(=O)O)O,0,2
C1=CC(=C(C=C1C(=O)O)NC(=O)CCC(=O)O)NC(=O)CCC(=O)O,0,2
COC1=CC=CC=C1N2CCN(CC2)C(=O)C3=CN=C(C4=CC=CC=C43)N5CCN(CC5)C6=NC=CC=N6,0,10
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,0,2
CC(C)(CO)NCC(COCC1=CC=C(C=C1)Cl)O,0,2
C[C@H](CCC[C@@H](/C=C/C1=C(C(=O)CC1)C/C=C\\CCCC(=O)O)O)O,0,2
CC1=CSC(=O)N1CCCC(=O)O,0,2
CCCCCCNC(CC(=O)NC1=CC=C(C=C1)CC)C(=O)O,0,2
C1CCN(C1)C2=CC(=C(C=C2)[N+](=O)[O-])NCCO,0,2
CC(C(C(=O)O)NCCC(=O)C1=CC=C(C=C1)Cl)O,0,2
CC1=CN(C(=O)NC1=O)C2CCC(O2)CO,0,2
CC(C)C1=NC2=CC=CC=C2C3=NN(C(=O)N31)CC(=O)N4CCN(CC4)C(=O)C5=CC=CO5,1,2
CCCCCCOC1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)OCC#C,0,2
CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCC,0,2
CN1C=CC(=N1)NC(=S)NCCOC,0,2
CCCCCCCCC1CC1(C(=O)O)C(=O)O,0,2
CC(C)C1=NN=C(N1CCOC)SCC(=O)NCC2=CC=CO2,0,2
CCOC(=O)C1C(NC(=O)N(C1(C(F)(F)F)O)C)C2=CC(=C(C=C2)F)F,0,2
C[C@@H](CC(=O)O)[C@H](C(=O)O)N,0,2
CO/N=C(/C1=CN2C=CC=NC2=N1)\\C(=O)O,0,2
C1=CC(=CC=C1NC2C(C(C(C(O2)CO)O)O)O)NC3C(C(C(C(O3)CO)O)O)O,0,2
CN1C2=CC=CC=C2N3C1=NC(=C3)CN(C)C45CC6CC(C4)CC(C6)C5.Cl.Cl,0,2
COC1=C(C=C(C=C1)CCN2C(=O)C3=CC=CC=C3N=C2SCC(=O)NC4=CC(=CC=C4)OC)OC,1,2
CC1=C(C=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC(=C(C=C3)F)OC)C,1,2
CCCCC/C=C\\C[C@H](/C=C/C=C/C=C\\[C@H](CCCC(=O)NCCO)O)O,0,2
C([C@@H](C(=O)O)N)OP(=O)(O)O,0,2
CCOC(=O)C(C)OC1=C(C=C(C=C1)C#N)OC,0,2
