smiles,PUBCHEM_ACTIVITY_OUTCOME,dataset
C=CCN1C(=O)/C(=C/C2=CC=C(C=C2)Cl)/C(=O)NC1=S,0,10
CN1C2=CC=CC=C2N=C1C3=C[N+](=CC=C3)C.[I-],0,2
C1C2=C(N=CNC2=O)N=N1,0,2
C=CCNC(=S)NCC1=CC=C(C=C1)CNC(=S)NCC=C,0,2
C/C(=C\\C(=O)C(C(C(F)(F)F)(F)F)(F)F)/NNC(=O)C1=CC(=CC=C1)OC,0,2
CC(=O)C1=C(C(=O)N(C1C2=CC(=C(C=C2)OC)OC)CC(=O)O)O,0,2
CC1=C(C(=NN1)C)CCC(=O)N/N=C/C=C/C2=CC=CC=C2,1,2
CC1=CC=C(N1C2=CC=C(C=C2)C(=O)OCC(=O)/C(=C(\\C)/N)/C#N)C,0,2
CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=O)CSC2=NN=C(N2C3=CC=CC(=C3)C)CNC(=O)C4=CC=CC=C4OC,0,2
CCNC1=NC(=NC(=N1)N(CC)CC)NCCN(C(C)C)C(C)C,0,2
CCN(CCO)C1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)NC(=O)C,1,2
CCC1=NN=C(S1)NC(=O)CSC2=NN=C(N2CCOC)C(C)C,0,2
CCCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)OCC=C,1,2
CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O,0,2
C1CCN(CC1)C(=O)C2CCCN(C2)CC3=CC=CC=C3C(F)(F)F.C(=O)(C(=O)O)O,0,2
CCCCCC/C=C\\CCCCCCCCCCOC(=O)C,0,2
CCN1CCCC1CNCC2=CC(=C(C(=C2)Cl)OCC(=O)N)OCC.Cl.Cl,0,2
C1=CC=C(C(=C1)S(=O)(=O)CCC(=O)OCC(=O)NC(=O)NCC2=CC=CO2)Cl,0,10
CCCOC1=CC=C(C=C1)NC(=O)C(=O)NCCCN2C=CN=C2,0,2
CC1=CC=CC=C1N(CC(=O)NCCOC)C(=O)CCC(=O)NC2=NC=CS2,0,2
CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@H](CO)[C@H](/C=C/CCCCCCCCCCCCC)O,0,2
CCN1C(=O)[C@@H]2CC[C@@H]\\3[C@@H]([C@@H]2C1=O)[C@@H]([C@@H](C/C3=N\\NC(=O)OCC4=CC=CC=C4)O)O,1,2
C1=CC=C2C(=C1)C3=CC=CC=C3N2CC(CNCCCC(=O)O)O,0,2
CCOC(=O)CC1=CSC(=N1)NC(=O)COC2=CC=C(C=C2)C#N,0,2
CC(C)N(C(C)C)C(=O)COC(=O)CNC(=O)C1=CC=C(C=C1)Cl,0,2
CC1=CC(=CC=C1)CN2C=C[N+](=C2C)C.[Br-],0,2
CN(C)CCC(=O)OC1CCCCC1S(=O)(=O)CC2=CC=C(C=C2)Cl.C(=O)(C(=O)O)O,0,2
CC(C)C1=CC=C(C=C1)N(CC(=O)NCCSC2=CC=CC=C2)S(=O)(=O)C,0,10
COC1=CC=C(C=C1)C(=O)C[N+]2=CC=CC(=C2)Br.[Br-],0,2
CCOC1=CC=CC=C1N/C(=C(/C#N)\\C(=O)NCC2=CC=CS2)/SCC3=CC=CC=C3F,0,2
CC1=CC=CC=C1OCC(CN2C3=C(N=C2SCCC(=O)O)N(C(=O)NC3=O)C)O,0,2
C1=COC(=C1)C(CC(=O)O)N,0,2
C[C@H]1[C@@](C([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O,0,2
CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O,0,2
CCN(CC)P(=S)(C1=CC=C(S1)/C=N/NC(=S)N)N(CC)CC,0,2
CC1=CC=C(C=C1)C(=O)C[N+]2=CC(=CC(=C2)C)C.[Br-],0,2
CC[N+]1=C(N(C2=C1C=CC(=C2)C#N)CCOCCOC)C.[I-],0,2
CCOCCCNCC1=C(N(C2=CC=CC=C21)C)C(=O)O,0,2
CC(C)OCCNC(=O)CC1C(=O)NCCN1CC2=CC(=C(C=C2)Cl)F,0,2
CN(CCCNC(=O)C1=CC=CO1)CCCNC(=O)C2=CC=CO2,0,2
C=CCN1C(=NN=C1SCC(=O)O)COC2=CC=CC=C2,0,2
CCOC1=CC=C(C=C1)CC(=O)N2C(CC(=N2)C(F)F)(C(F)F)O,0,2
CCOC1=CC=C(C=C1)NC(=O)CC(C(=O)O)NCC2CCCO2,0,2
CN1C2=C(C=C(C=C2)OC)N=C1NCCO,0,2
CCCCCCCCCCCCCCCC(=O)NCCS(=O)(=O)O,0,2
COC1=C(C=C(C=C1)CN2CCN(CC2)CC3=C(C(=C(C=C3)OC)OC)OC)OC.C(=O)(C(=O)O)O,1,2
COC1=C(C=C(C=C1)C(=O)N/N=C/C2=C(C=C(C=C2)O)O)OC,0,10
C1C(=O)NC2=CC(=CC(=C2O1)N)C(F)(F)F,0,2
CCOC(=O)C1=C(C2=CC=CC=C2O1)CN3CCN(CC3)C.Cl.Cl,0,2
C[N+](C)(C)CCO.[Cl-],0,2
CC1=CC(=C(C=C1)C)C(CC(=O)O)N,0,2
CC1=C(C(=O)N2C(=N1)N(C=N2)COCCOC(=O)C)[N+](=O)[O-],0,2
CC1=CC=CC=C1C(=O)N2CCC3=C(C(=CC(=O)N3CC2)OCC4=CC=NC=C4)C(=O)OC,1,2
CC1(CC(=CC(=[N+]2CCCCC2)C1)N3CCN(CC3)C)C.[I-],0,2
C1C2CC3C1C(C2C(=O)NC4=CC=CC(=C4)C(F)(F)F)C(=O)O3,1,2
C1=CC(=CC=C1NC2=NC(=NC(=N2)OCC(F)(F)F)OCC(F)(F)F)OC(F)(F)F,0,2
C1(C(C(C(C(C1O)O)O)O)O)O,0,2
CN1C(=NN=C1SCC2=CC=C(C=C2)C#N)C(F)(F)F,0,2
C=CC(CCC(=O)O)N,0,2
CCOCCC1=C(N=C(NC1=O)SCC(=O)NCC2=CC=CO2)O,0,2
CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,0,2
COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,0,2
CCOP(=O)(OCC)SCC(=O)NCC(=O)O,0,2
CCOCCCNC(=O)CSC1=NC2=C(C3=C(N2)C=CC(=C3)F)N=N1,0,2
CC(=O)C1=CC=C(C=C1)OCC(CN(C)CCC#N)O.C(=O)(C(=O)O)O,0,2
CC1=NON=C1N=NC2=CC(=C(C=C2)O)C(C(C#N)C#N)C(C#N)C#N,0,2
CN1C(=C(C=N1)[N+](=O)[O-])CC(=O)O,0,2
CC1=C(C(=O)C=CO1)O,0,2
CC(C)(NCCNC(C)(C)P(=O)(O)O)P(=O)(O)O,0,2
C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])S(=O)(=O)CC(=O)OCC(C(F)F)(F)F,0,2
C1=COC(=C1)CNC(=O)COC(=O)CN2C=C(C=CC2=O)C(F)(F)F,0,2
CC1CN(CC(O1)C)CCCCOC2=CC=C(C=C2)C(=O)OC.C(=O)(C(=O)O)O,0,2
CC(CO)(CO)NC(=O)C(=O)NC1=CC=CC=C1,0,2
CCOC(=O)N(CC#N)C1=CC=C(C=C1)C,0,2
CCN(CC)CCCNC(=O)CC1=C(N(C2=CC=CC=C21)C)C(=O)O,0,2
C1=C(C(=O)NC(=O)N1CC(=O)O)F,0,2
C(C(C1C(=C(C(=O)O1)O)O)O)O,0,2
CCCCC/C=C/CCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@@H](C7=C(C(=CC(=C7)O)OC8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C9=C(C=CC(=C9)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)[C@H](C(=O)NC(CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O,0,2
CCCC(CCC)C(=O)O,0,2
COCCCNC1=NC=CN2C1=NC=C2C3=CC=C(C=C3)CO,0,2
CCOC(=O)NC(=O)COC(=O)[C@H](C)NC(=O)C1=CC=CC=C1,0,2
CCC(CO)NC(=O)C1=CC=CC=C1C(F)(F)F,0,2
CC1=CC(=NO1)NC(=O)CSC2=NC3=C(C(=O)N2CCCCCC(=O)NCCC4=CC=CC=C4)SC=C3,0,2
CCC1=CC(=CC=C1)NC(=O)CN(C2=CC=CC(=C2)C)C3=NC4CS(=O)(=O)CC4S3,1,2
CC1=CC=CC=C1NP(=O)(OCC(F)(F)F)OCC(F)(F)F,0,2
COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC=C2)N3CCC4=CC=CC=C4C3,1,2
CC(=O)CC1(C(=C(CC1(C#N)C#N)C=O)N)C#N,0,2
C/C(=N\\O)/C(=N\\O)/CN(C)C,0,2
CN(C)CCCNCC1COC2(O1)CCCC2,0,2
COC1=CC=C(C=C1)CCC2=NN=C(O2)CCC(=O)NCC(F)(F)F,0,2
CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]([C@H]1C/C=C\\CCCC(=O)O)O)O)O,0,2
[C@H]1(C(C1(F)F)C(=O)O)[C@@H](C(=O)O)N,0,2
CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]([C@@H]1C/C=C\\CCCC(=O)O)O)O)O.C(C(CO)(CO)N)O,0,2
CCC1=CC=C(C=C1)OCC(CN(CCO)CCO)O.Cl,0,2
CCOC(=O)C1=CN=C2C(=C1NC3CCCCC3)C=CC=C2OC,0,10
COC1=CC(=CC(=C1OC)OC)C(=O)N2C(=C(C=N2)C#N)N,0,2
C1=C(C(=CC(=C1Cl)C(=O)OCCO)Cl)C(=O)OCCO,0,2
COC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C(=O)N3CCCCC3,1,2
C1=CC=C(C=C1)CN(CCOCCO)CCOCCO,0,2
CC1=CC=C(C=C1)/C(=C/2\\C(N(C(=O)C2=O)CCCOC)C3=CC=C(C=C3)F)/O,1,2
COC(=O)C1=CC=CC=C1NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2CCCC(=O)NCC4=CC=CO4,0,2
C1=C(C(=O)NC(=O)N1C2C(C(C(C(O2)CO)O)O)O)N(CCCl)CCCl.Cl,0,2
C1=CSC(=N1)NC(=O)C(=O)NCCO,0,2
CC1C2(OCC(C1(C(=N)O2)C#N)(C#N)C#N)C,0,2
CN1/C(=C/C2=CC=CC=[N+]2C)/C=CC3=C1C=CC(=C3)OC.[I-],0,2
CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=O)C(C)SC2=NN=C(N2C3=CC=CC=C3OC)CNC(=O)C4=CC=CC=C4F,0,2
CCCCCCCC/C=C\\CCCCCCCC(=O)N[C@@H](CC1=CC=C(C=C1)O)CO,0,2
CCCOC1=CC=C(C=C1)C(=O)C(CCC(CN(C)C)C(=O)C2=CC=C(C=C2)OCCC)CN(C)C.Cl.Cl,0,2
C1CC1NC(=O)COC(=O)CCC(=O)C2=CC=C(C=C2)F,0,2
C1=C(C=C(C(=C1C(F)(F)F)N)C(F)(F)F)C(F)(F)F,0,2
CCOCCCNC(=O)C1=C(C=C(C=C1)SC)OC,0,2
CCOC(=O)C1=C(SC2=C1CCCCC2)NC(=O)CSC3=NN=C(N3C4=CC=C(C=C4)[N+](=O)[O-])CNC(=O)C5=CC(=CC=C5)F,1,2
CC1=C(C=CC(=C1)OCC(CN2CCN(CC2)CC3=CC4=C(C=C3)OCO4)O)Cl.Cl.Cl,0,2
C1=CC(=CC=C1CC(=O)O)OC(F)F,0,2
CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)CCCCCC[C@H](C[C@@H]([C@H](C)N)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0,2
C[N+](C)(C)C1=NC(=NC(=N1)N(C2=CC=CC=C2)C3=CC=CC=C3)N4CCOCC4.[Cl-],0,2
C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1,1,2
CCN(CC)P(=O)(C(=C(N1CCOCC1)N2CCOCC2)Cl)N(CC)CC,0,2
CCN1C2=C(C=C(C(=C2)C3=C4C=CNC4=NC=C3)F)N=C1C5CCC6=CC=CC=C6O5.C(=O)(C(F)(F)F)[O-],0,2
COC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C(=O)N3CCCC3,0,10
COC1=CC=C(C=C1)C(=O)N2CCN(CC2)C3C4CC5CC(C4)CC3C5.C(=O)(C(=O)O)O,0,2
C=CCOCC(CNC1=CC=CC=C1)O,0,2
CC(C)C(C1=NN=NN1CC2=CC=CC=C2)N3CCN(CC3)C4CCCC4,1,2
CC1=C(C(=O)NN1C(=O)C2=CC=C(C=C2)OC)CCO,1,10
C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,0,2
CC(C(=O)NC1=CN=CC=C1)(C(F)(F)F)C(F)(F)F,0,2
CCCN(CCC)C(=O)CSC1=NC2=C(C(=O)N1CCCCCC(=O)NCCC3=CC(=C(C=C3)OC)OC)SC=C2,0,2
CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)[C@@H](C)O,0,2
CC1(COC(CO1)(C)OC)OC,0,2
COC1=CC(=C(C=C1)NC(=O)CC(C(=O)O)NCC2=CC=CO2)OC,0,2
CCCCC[C@@H](/C=C/[C@H]1[C@H](C[C@@H]([C@@H]1C/C=C\\CCCC(=O)NCCO)O)O)O,0,2
COC1=CC=CC(=C1OCC(=O)O)C=O,0,2
CC(C)CNC(=O)C1=CC=CC=C1NC(=O)CN(C2=CC=CC=C2OC)S(=O)(=O)C,0,10
C1=CN=C(C=N1)C(=O)N,0,2
CCCOC1=C(C=CC(=C1)CC(=O)NCC2=CC=CO2)OC,0,2
COC1=CC=C(C=C1)N2CC([N+]3=C2SCCC3)(C4=CC=CC=C4)O.[Br-],0,2
CC(C)OC1=CC=C(C=C1)C(CC(=O)O)NC(=O)CSC2=NC=NN2,0,2
C1CN(CCN1)CC(COC2=CC=CC3=CC=CC=C32)O.Cl.Cl,1,2
C1=C(C=C(C(=C1O)O)O)C(=O)O,0,2
COC1=C(C=C(C=C1)CNC2=CC(=CC=C2)F)OC,0,2
C1[C@@H]([C@@H]([C@H]([C@@H]1O)/C=C/[C@H](CCCCCO)O)C/C=C\\CCCC(=O)O)O,0,2
CC(=O)NCCNC(=O)COC1=CC=CC=C1C#N,0,2
CC(C)([C@H](C(=O)O)N)S,0,2
CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)N3CCCCCC3)CCC4=CC=CC=C4,0,10
COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,0,2
C1=CC=C(C=C1)CNC2=C(C(=S)NC=C2)C#N,0,2
COC1=CC=C(C=C1)S(=O)(=O)NCCC(=O)NCCC2=CC=C(C=C2)Cl,0,2
C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)OC2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)OC3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,0,2
CCCCCCCN1C2=C(N=C1NCCO)N(C(=O)NC2=O)C,0,2
CCN1C2=CC=CC=C2[N+](=C1/C=C/C=C\3/C(C4=CC=CC=C4N3C)(C)C)CC5=CC=CC=C5.[O-]Cl(=O)(=O)=O,1,10
CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N(C)C)O,0,2
C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3CC[C@H](N3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,0,2
CC1=NN=C(S1)SCC(=O)O,0,2
C1C(NC(S1)C2=CC=CO2)C(=O)O,0,2
CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCC[N+](C)(C)C)SC(=O)CCCCCC,0,2
CCC(C(=O)NC1=CC=CC=C1OC)SC2=NN3C(=C(C(=NC3=N2)C)CC4=C(C=C(C=C4)F)Cl)C,1,2
COCCNC1=NN2C(=NC=C2C3=CC(=C(C=C3)OC)OC)C=C1,0,2
COC1=C(C(=C(C(=N1)N)C#N)C2=CC3=C(C=C2)OCO3)C#N,0,2
CCCCC/C=C\\C[C@H](/C=C/C=C/C=C\\[C@H](CCCC(=O)O)O)O,0,2
CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)NCCO,0,2
CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=O)CSC2=NN=C(N2C3=C(C=CC(=C3)C)C)CNC(=O)C4=CC(=CC=C4)OC,0,2
COC1=CC2=C(C=C1)N=C(C(=C2N)C#N)C(F)(F)Cl,0,2
CCOC(=O)C(C#N)N=NC1=CC=CC=C1Cl,0,2
CCCCCC/C=C\\CCCCCCCC(=O)OCC,0,2
CC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)NC(=O)NCC3=CC=CC=C3,1,2
CC(C)(C)OC(=O)NNC(=O)/C=C/C1=C(C=CC(=C1)Br)F,0,10
CC1=CC(=C(C=C1Cl)C(C)C)OCC(CNC(C)COC)O.C(=O)(C(=O)O)O,0,2
CCCCCCCCCCCCCC(=O)OCC,0,2
COC1=NC=C(C=C1)C2=CC=C(S2)C(=O)N,0,10
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.[Cl-],0,2
COC1=C(C=C(C=C1)CCN2C(=O)C3=C(C=C(C=C3)C(=O)NCC4=CC=CO4)NC2=O)OC,1,2
CCOC1=C(C=CC(=C1)CNC(C)C)OCC#C.Cl,0,2
CCN1C=CN=C1CN2CCN(C(C2)CCO)CC3=CC=C(C=C3)F,0,10
CCC1=CC=CC=C1NC(=S)N(CCC2=CC(=C(C=C2)OC)OC)CC3=CN=CC=C3,0,10
CC(C)C(C(=O)O)NC(=O)C1=CN=CC=C1,0,2
CC1=C(SC=[N+]1CC2=CC=CC=C2)CCOC(=O)C34CCC(C3)CC4.[Cl-],0,2
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.O.Br,0,2
C1CC(CN(C1)C2=NN3C=C(N=C3S2)C4=CC=C(C=C4)F)C(=O)O,0,10
CC1=CC=C(O1)/C=C(\\C#N)/C(=O)NCCOC,0,2
CC1=CC=CC=C1OCC(=O)NN2CC(=C(C2=N)C3=NC(=CS3)C4=CC=C(C=C4)F)O,1,2
COC1=CC=C(C=C1)CCNCC2CC3CC2C=C3.C(=O)(C(=O)O)O,0,2
CCOC(=O)C1=C(C(=S)NC(=C1)C)C#N,0,2
C[C@H](/C=C/C=C(/C)\\[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O)C(=O)O,0,2
CC1=CC=C(O1)C(=O)NC2=CC(=C(C=C2)F)[N+](=O)[O-],1,2
CC1=CC(=CC(=C1)OCC(CN(CCO)CCO)O)C.Cl,0,2
COC1=C(C(=CC(=C1)CO)Br)OCC2=CN=CC=C2,0,2
C1CS(=O)(=O)CC1NC(=O)/C(=C/C2=CN(N=C2C3=CC=CS3)C4=CC=CC=C4)/NC(=O)C5=CC=CC=C5,1,2
CCC1=C(N=C(NC1=O)SCC(=O)NCC2CCCO2)O,0,2
COCCNC(=O)C(=O)NNC(=O)COC1=CC=C(C=C1)OC,0,2
COC1=CC=C(C=C1)N=C(NC#N)SC,0,2
COCCNC(=O)C(=O)NCCCO,0,2
C1=CC=C(C(=C1)[N+](=O)[O-])OCCOCCN2C=NC=N2,0,2
CC1=CC=C(C=C1)N2CC([N+]3=C2SCCC3)(C4=CC(=C(C=C4)OC)OC)O.[Br-],0,2
CN(C)C1=CC=C(C=C1)C2=C(C(=S)NC(=C2C#N)N)C#N,0,2
CN(CCO)S(=O)(=O)C1=CC(=C(C=C1)OC)C(=O)O,0,2
COC1=CC2=C(C=C1)O/C(=N\NC(=O)C3=CC=CC=C3NC4=CC=CC=C4)/C(=C2)C(=O)N,0,10
C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O,0,2
CCOC(=O)C1=C(C2=C(N=C(N=C2S1)CC(=O)OC)NCC3=CC=CO3)C,0,2
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)O,0,2
C1=CC=C2C(=C1)C(=O)N(C2=O)N3C(=O)/C(=C\\C4=CC(=CC=C4)[N+](=O)[O-])/SC3=S,1,2
CCCC[N+]1=C(SC=C1C)NC2=CC=CC=C2.[Br-],0,2
CCC(C#CCN1CCCCC1)O.CC(=O)O,0,2
COC(=O)CSC1=C(C([C@@H](C(=O)N1)C(=O)OC)C2=CC=C(C=C2)Cl)C#N,0,2
CCOC(=O)C1=C(N(C2=C1C=C(C=C2)OCC(CN3CCCCC3)O)C)C.C(=O)(C(=O)O)O,0,2
C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,0,2
COC1=CC=C(C=C1)N2CCN(CC2)CC(COC3=CC=C(C=C3)Cl)O.Cl.Cl,0,2
CCN1C(=CC2=C1C=C(S2)Cl)C(=O)NCCCOCC,0,2
C/C(=C(/C#N)\\C(=O)COC(=O)C1=CC(=CC=C1)OC(F)F)/N,0,2
CC1=NC(=CS1)C2=CC(=CC=C2)NC(=O)C3CC(=O)C4=CC=CC=C34,1,2
CCC(=O)NC1=CC=C(C=C1)NC(=O)CSC2=NC3=C(N2C)C(=O)N(C(=O)N3C)C,1,10
CC[N+]1=C(SC2=C1C=CC3=CC=CC=C32)C.[I-],0,2
CC(C)C(C)(C#N)NC(=O)CSC1=NN=C(O1)C2=CC=CO2,0,2
CCCCCCCC/C=C\\CCCCCCCC(=O)NCCO,0,2
C1=CC=C2C(=C1)C=CC=C2OCCNC(=O)C(CO)(CO)CO,0,2
CC(C)CC(C(=O)OCC(=O)C1=CC=CN1)NS(=O)(=O)C2=CC=CC(=C2)C(F)(F)F,0,2
CC1=[N+](C2=CC=CC=C2N(C(=O)C1)C)C.[I-],0,2
CCCCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC2=C(C3=C(S2)CN(CC3)C(C)C)C(=O)OCC,1,2
CCOC(=O)COC1=C(C2=CC=CC=C2C=C1)/C=N/N3C(=NC4=CC=CC=C4C3=O)C,1,2
C1=CC(=CC=C1C(=O)O)NCC(CCl)O,0,2
C/C(=N/O)/C(=O)C[N+](C)(C)C.[I-],0,2
CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCCC(=O)OCC,0,2
C1=CC(=CC=C1C(=O)O)N=NSCCO,0,2
C1=CC(=CC=C1CNCC(=O)O)F,0,2
COC1=C(C=C(C=C1)C2=CSC(=N2)NC3=CC=CC=C3)F,1,10
CCC1=C(C=CC(=C1)OCCCCN2CCNCC2)Cl.C(=O)(C(=O)O)O,1,2
CN(C)C(=NC1=CC=CC=C1)P(=S)(N(C)C)N(C)C,0,2
COC1=CC=C(C=C1)S(=O)(=O)NCCC(=O)NCC2=CC=CO2,0,2
CC1=NC=CC2=C1C=C(C(=O)N2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4,0,10
CCN1CCN(CC1)C2=NC3=C(N2CC(COCC=C)O)C(=O)NC(=O)N3C,0,2
COC1=C(C=CC(=C1)C#N)OCC(=O)NCC2=CC=CO2,0,2
C1CC(OC1)CNC(=O)CN2CC(=O)OC3=CC=CC=C32,1,10
CC1=C(SC(=C1C(=O)OC)S(=O)(=O)NCC(=O)O)C(=O)OC,0,2
C1CCC(CC1)C(=O)NC2=NC=C(C=C2)[N+](=O)[O-],1,2
COCCCNC(=O)CN(C1=C(C=CC(=C1)OC)OC)S(=O)(=O)C,0,2
C1=CC(=CN=C1)CO,0,2
CCCCN1C(=C(C(=O)NC1=O)NCCOC)N,0,2
CN1C(=O)/C(=C/C2=CC(=C(C=C2)OCC=C)Br)/C(=O)NC1=O,1,2
CCCCCOC1=CC=C(C=C1)C(=O)C(CCCCC(CN(C)C)C(=O)C2=CC=C(C=C2)OCCCCC)CN(C)C.Cl.Cl,0,2
C1=CC=C2C(=C1)NC(=N2)C(C(F)F)(F)F,0,2
CC1=C(C=CC(=C1)Cl)OC(C)C(=O)NCCCOC,0,2
CCN1C(=[N+](C2=CC=CC=C21)CC(COC3=CC=CC=C3OC)O)C.[I-],0,2
C1=CC=C(C=C1)NC2=C(C(=C(C(=N2)N)C#N)CC#N)C#N,0,2
C(C#N)SC1=C(SC(=S)S1)SCC#N,0,2
CC1=C(C(=NN1CC2=CC=CC=C2)C)NC(=O)C3=C(C(=NO3)C)Cl,1,2
C1=CC=C(C=C1)COC2=C(C=C(C=C2)C=C3C(=O)NC(=O)NC3=O)C(=O)O,1,2
CCOC1=C(C=CC(=C1)/C=C/2\\C(=O)NC(=O)N(C2=O)C3=CC(=C(C=C3)Br)C)O,1,2
CC(C)OCC(CN1C2=C(N=C1N/N=C/C3=CC=C(C=C3)OC)N(C(=O)N(C2=O)C)C)O,0,2
C1CC1NC(=O)C2=CC=C(S2)C3=CN=C(C=C3)N4CCOCC4,0,10
CCCCOC(=O)CNC1=NNC(=O)NC1=O,0,2
C1CN(CCC1(CCC2=CC=CC=C2)CO)C(=O)NC3=CC=CC=C3,1,2
COC1=C(C=C(C=C1)C(=O)NN2C(=O)C3=CC=CC=C3C2=O)I,1,2
CC1=CC=C(C=C1)C(=O)NCCC2=NN=C(N2C)SCC(=O)NC3=CC=CC=C3OC,1,2
C1=CC(=CC(=C1)OCC2=CC=C(C=C2)C(=O)O)CO,0,10
CCOC1=CC=C(C=C1)N(CC(=O)N/N=C/C2=CN=CC=C2)S(=O)(=O)C,0,2
CCOC1=C(C=CC(=C1)C2=C(N=NC(=N2)SCC(=O)NCCC3=CC(=C(C=C3)OC)OC)C4=CC(=C(C=C4)OC)OCC)OC,0,2
C1=CC=C(C(=C1)/C=N/NC(=O)CC#N)OC(F)F,0,2
COC1=CC(=C(C=C1/C=C(\\C#N)/C(=N)SC)OC)OC,0,2
CC(C)(C#N)NCCCCCCNC(C)(C)C#N,0,2
C1CCC(C1)NCC(COC2=CC=CC=C2[N+](=O)[O-])O.Cl,0,2
COC1=C(C(=CC(=C1)/C=C/C(=O)O)S(=O)(=O)N2CCC3=CC=CC=C3C2)OC,0,2
CCN(CC)CCCN(CC1=CC=CO1)C(=S)NC2=CC=CC=C2OC,0,2
